cohort	joint_predicted_plddt_cutoff	metric	proteins	proteins_with_metric	median	q25	q75	positive	negative	approximately_zero
same_proteins_all_thresholds	70	paired_delta_rmsd_angstrom	1	1	-0.9434470927628649	-0.9434470927628649	-0.9434470927628649	0	1	0
same_proteins_all_thresholds	70	paired_delta_local_mean_absolute_difference_angstrom	1	1	0.0241254002019336	0.0241254002019336	0.0241254002019336	1	0	0
same_proteins_all_thresholds	70	paired_delta_local_rms_difference_angstrom	1	1	-0.4960759846347774	-0.4960759846347774	-0.4960759846347774	0	1	0
same_proteins_all_thresholds	90	af_experiment_rmsd_angstrom	1	1	7.255209473082721	7.255209473082721	7.255209473082721			
same_proteins_all_thresholds	90	af_experiment_local_mean_absolute_difference_angstrom	1	1	0.24015346614602057	0.24015346614602057	0.24015346614602057			
same_proteins_all_thresholds	90	af_experiment_local_rms_difference_angstrom	1	1	0.3444516268815497	0.3444516268815497	0.3444516268815497			
same_proteins_all_thresholds	90	esm_experiment_rmsd_angstrom	1	1	5.779296872472734	5.779296872472734	5.779296872472734			
same_proteins_all_thresholds	90	esm_experiment_local_mean_absolute_difference_angstrom	1	1	0.2933433551256826	0.2933433551256826	0.2933433551256826			
same_proteins_all_thresholds	90	esm_experiment_local_rms_difference_angstrom	1	1	0.4566374648889689	0.4566374648889689	0.4566374648889689			
same_proteins_all_thresholds	90	af_esm_rmsd_angstrom	1	1	5.243188098714027	5.243188098714027	5.243188098714027			
same_proteins_all_thresholds	90	af_esm_local_mean_absolute_difference_angstrom	1	1	0.18633443382760811	0.18633443382760811	0.18633443382760811			
same_proteins_all_thresholds	90	af_esm_local_rms_difference_angstrom	1	1	0.326849950075882	0.326849950075882	0.326849950075882			
same_proteins_all_thresholds	90	paired_delta_rmsd_angstrom	1	1	-1.4759126006099876	-1.4759126006099876	-1.4759126006099876	0	1	0
same_proteins_all_thresholds	90	paired_delta_local_mean_absolute_difference_angstrom	1	1	0.05318988897966204	0.05318988897966204	0.05318988897966204	1	0	0
same_proteins_all_thresholds	90	paired_delta_local_rms_difference_angstrom	1	1	0.11218583800741921	0.11218583800741921	0.11218583800741921	1	0	0
