policy	taxon_id	species_name	study_role	retained	curated_hybrid	label_flags	interpretation
exclude_curated_hybrids	F114525	Saccharomyces mikatae	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1145299	Brigantiaea leucoxantha	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1145321	Letrouitia subvulpina	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F116603	Suillus plorans	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F116794	Heterodermia speciosa	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F116821	Physcia stellaris	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F116982	Xanthoria calcicola	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F117179	Tilletia walkeri	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F117187	Fusarium verticillioides	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1174673	Morchella importuna	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1176130	Aulographum hederae	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1176355	Hamiltosporidium tvaerminnensis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F120017	Ustilago hordei	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1209916	Colletotrichum costaricense	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1209934	Colletotrichum tamarilloi	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1213189	Zancudomyces culisetae	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1214568	Diaporthe amygdali	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F121624	Phyllosticta capitalensis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1217826	Xylona heveae	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1220207	Aspergillus puulaauensis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F122368	Cercospora beticola	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1230402	Basidioascus undulatus	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1243177	Amoeboaphelidium protococcarum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1246581	Paramicrosporidium saccamoebae	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1269715	Thecaphora frezii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1276059	Polystigma amygdalinum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1280837	Meira miltonrushii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1286916	Piptocephalis tieghemiana	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F129515	Trapelia coarctata	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1300064	Nucleospora cyclopteri	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1314805	Vararia minispora	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1323573	Meredithblackwellia eburnea	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1328300	Fusarium keratoplasticum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F13290	Tilletia caries	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F13291	Tilletia controversa	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1331295	Auricularia subglabra	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F133377	Smittium angustum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F133385	Smittium simulii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1341166	Eremomyces bilateralis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1343610	Actinomortierella ambigua	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1343614	Mortierella claussenii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1348612	Diversispora epigaea	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F13502	Brettanomyces nanus	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F135208	Hericium alpestre	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F135589	Coniferiporia weirii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F136370	Lasallia pustulata	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F139363	Hydnum rufescens	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1396493	Fimicolochytrium jonesii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1397036	Lambiella insularis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1419009	Clathrus columnatus	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1424756	Naganishia vaughanmartiniae	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F143232	Vanrija pseudolonga	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1440133	Modicella reniformis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F144530	Ambispora gerdemannii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F144538	Paraglomus brasilianum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F144539	Paraglomus occultum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F144679	Ambispora leptoticha	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1453789	Toensbergia leucococca	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1453791	Pycnora praestabilis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F145971	Colletotrichum lupini	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1463510	Parajaminaea phylloscopi	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F147570	Myriangium duriaei	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F147573	Piedraia hortae	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F148304	Magnaporthiopsis poae	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F148305	Pyricularia grisea	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F148313	Discula destructiva	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1498855	Amoeboaphelidium occidentale	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1500003	Paraphysoderma sedebokerense	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1504668	Rhizodiscina lignyota	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1506992	Thozetella sp. PMI_491	ingroup	True	False	incompletely_identified_species_label	Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1507870	Cryoendolithus antarcticus	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1507873	Rachicladosporium monterosium	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F150792	Hysterangium stoloniferum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1520584	Dispira parvispora	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1522189	Ceraceosorus guamensis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F152956	Russula decolorans	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1540922	Wallemia hederae	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1542792	Coniocarpon cinnabarinum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1555241	Caulochytrium protostelioides	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F156515	Tulasnella calospora	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1569628	Jaminaea rosea	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F157183	Tilletia laevis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F158046	Phaeomoniella chlamydospora	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1590129	Xylographa bjoerkii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1604274	Cladochytrium tenue	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F162425	Aspergillus nidulans	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F164576	Chaenotheca gracillima	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F164912	Astathelohania contejeani	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1658444	Neoarthrinium moseri	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1670608	Glutinoglossum americanum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1671311	Colletotrichum abscissum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1673888	Violaceomyces palustris	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1682393	Microdochium trichocladiopsis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1684307	Microstroma glucosiphilum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1690604	Lithohypha guttulata	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1690608	Saxophila tyrrhenica	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F169141	Pseudocyphellaria aurata	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F170000	Phakopsora pachyrhizi	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F170446	Ceratobasidium sp. AG-Ba	ingroup	True	False	incompletely_identified_species_label	Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1708541	Wallemia mellicola	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1708542	Wallemia canadensis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1712513	Syncephalis pseudoplumigaleata	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F173216	Trichoderma aggressivum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1738374	Trichoderma camerunense	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F174425	Lichina confinis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F174680	Glugoides intestinalis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F174688	Gurleya vavrai	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1750568	Cantharellus anzutake	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1754190	Neocallimastix californiae	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1754191	Piromyces finnis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1754192	Anaeromyces robustus	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1759441	Athelia psychrophila	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F177197	Coniochaeta ligniaria	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F177199	Coniochaeta pulveracea	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1774096	Dinochytrium kinnereticum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1806994	Synchytrium microbalum	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1810926	Aspergillus stella-maris	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1810928	Aspergillus undulatus	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F181123	Austropuccinia psidii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1814901	Dactylella cylindrospora	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F182096	Aspergillus chevalieri	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1825666	Phyllachora maydis	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F183962	Sporobolomyces salmoneus	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1851185	Syncephalis plumigaleata	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1851187	Syncephalis fuscata	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1858805	Dacryopinax primogenitus	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1859096	Cryptococcus deuterogattii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1859121	Cryptococcus tetragattii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1859122	Cryptococcus decagattii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1882483	Testicularia cyperi	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1890679	Cryptotrichosporon argae	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1897645	Haplosporangium bisporale	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1904413	Suillus clintonianus	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1907219	Piptocephalis cylindrospora	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1912936	Suillus discolor	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1912939	Suillus fuscotomentosus	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1938712	Atractiella rhizophila	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1938954	Bifiguratus adelaidae	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F1940652	Gomphillus americanus	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F195108	Fusarium falciforme	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
exclude_curated_hybrids	F199306	Coccidioides posadasii	ingroup	True	False		Sensitivity membership only; retention does not establish unique accepted species or absence of unrecognized hybridization.
