tree_type	tree_id	fungal_entries	outgroup_entries	status	separating_edge_length	marker_sh_alrt_percent	outgroup_taxa_json	fungal_taxa_sha256	tree_sha256
marker	319730at2759	471	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	fc86d5396ad1bdbdf7de245ab397c948e6af2afc92cbee7a0a3d4269268bdaaa	eb5d4676c22e43584920c7d32447a91332bfca67d13fdb0e15c8a500e81a11d0
marker	340246at2759	450	18	exact_fungal_outgroup_split	0.1369755588	98.8	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O72019"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	d842ea98071178ef800db14eb87689bd018ecf18f79f8bf09fc896aa8674a33c	a9e7512f470520b2882f791959d6c19a553dc5ac1cce28c962311b796d713e4b
marker	345792at2759	459	23	exact_fungal_outgroup_split	0.1287088443	99.3	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426458"", ""OFS5426470"", ""OFS5426494""]"	41d2fa76b0ddbbe4f4b0ee5b8aed74212bbd9078bcbbd5338d464515aa27400d	699128a1af3bec653608ade22e2ef195afca9043270d978c3be886925bbc1c16
marker	352891at2759	450	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	6d72b6cd218d3c33b2c7a8e5f1fc616ee65b736e27cba0ad14b60dec57d6e5cb	55fee9d6e14f52497ac253e92c34f5b443f0aa41e2d86b47bc3e65ba64e14cd6
marker	3643464at2759	443	19	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O7227"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	4a408beb9b61b3f49aeb93dae084eb9390eb1c62157a91da2e2da37646d08f26	a8a02a853b44d85c44cb3e6ae4d4f6475233de142b93f979a9586630d6e1e377
marker	4613677at2759	449	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	5a5f9a8d37dfc4182f12deb823b41ce2392dedf36a0cac304e33ea024b18dec8	4db6827a0793ca9cf94c309333b39a824b7a87c1c06002d51241b0b5d081b808
marker	4695236at2759	456	17	exact_fungal_outgroup_split	0.0388976941	32.1	"[""O10228"", ""O133409"", ""O1890364"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5786"", ""O6239"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	138363451835c967d65a5a641ded185d70e1a09fffe1a65828bf8758910ea644	01a258f8c71bfefc7f38d1d559c3b83673a1e305ba68d7b940d2299879551e32
marker	4747214at2759	462	18	fungal_outgroup_split_absent			"[""O10228"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O283909"", ""O44689"", ""O45351"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	62318d64df2761b1bdc9f6d7a4766a0a66c7e61554b85100ee6c2dad10527a0f	ff05b79856d75af12abf5d67257a364b96c42190499206b26956a072d1a68da2
marker	4764044at2759	454	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	c23af241c459d604834db96ae8f0035c83f48f9988b639b902b7df13455c4b4f	15a2f3c6382a49a2734540467068af25a7ff025bf5edbb0604416fa934d4dc4c
marker	4803900at2759	398	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470""]"	7b885bfd55b3029cfc830f5d3863a003ed3e34419320e23a51dcb51297af861b	5c9a16627de924c86d7477a1f6edad573a61fca96f4ddffc605174c12e8f954d
marker	4810093at2759	430	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	df2efc302786e8f08b82a7751fea242e3ef63e0b6b3742a1f761abfbcfd414dc	6b7e2a5689f032caf641a1ef4fdeafa1db8a536067ccaec83e81038f702f0056
marker	4813267at2759	466	19	exact_fungal_outgroup_split	0.2070817442	99.8	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	2ccddb5c989d70b29964f62d9c68967771518934e644813124c3df2747432d25	8e91111dc10c50f8ae02f6681d05084233a50c083309d96a91523a96b877d999
marker	4823929at2759	469	23	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	faff924a30d1c799285de39d3e34c27e5af2f3c483930cb3c8015d97b080d6e4	010f7bedb32d1defd05e2beaf3159dd4b1afe8024504a2a51cf90adccf7047f0
marker	4837017at2759	465	24	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426458"", ""OFS5426470"", ""OFS5426494"", ""OFS5426506""]"	07aa118de891f1709cfb16c30b8218560870f714bb8ab043149f8ffeda4cab55	406825d160c52d68840202189e8278ffdea1b30e291954a8389d428aa39db6b0
marker	4838864at2759	464	22	exact_fungal_outgroup_split	0.0514963636	89.7	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	62f685f02dd915e867a5b16fde008f3fdef9b2b3da07b0e0f9d8083493052cf7	21142be06a56f162649b514f8358f349eb9cd90f9f14a2f1558bff0340606efa
marker	4843240at2759	453	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	f4e3ae67b719c9b8850920575ea51e1a2490f590f8e2f6094759851bdaa16641	032deb94159db99d6fe13a9e3df6de36462e43e6fc29fa912afcc0eebacd9168
marker	4843824at2759	416	16	fungal_outgroup_split_absent			"[""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470""]"	1845a962a21568f6c2056877d499edab73765bca8d6710b335cf023f0a2be3ce	3dc9857fc747ff5d577e053e334288115c09a7c0d1c7ead87d2c667663abfe85
marker	4867008at2759	458	18	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O44689"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS5426470"", ""OFS5426494""]"	603665c2ecfbe30d918774398f3b7941e8b8eb69b0611f56d53bb2f6a06fa684	5769902c690b2e4909dbbd52e223504e50cbbde7cf7f37727b8b0347239c7cfd
marker	4888252at2759	451	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	d56b5a9131bccc6384e6ec6066e6911e8a6bb7b4a1dfdb7465d9132a265bf381	f5a72cb1f4f003836de73a71b5477919fe66be2deb4324689a1f245d46f854f9
marker	4896098at2759	441	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	4cc2b564b8f84a0a58c93922bb669b097f68eacf9108e747ce04748dfe5b09aa	b8b3264ae934d1883614d1bd1e3708149f688c5a481e8ab389fc2e4e0e35dd2c
marker	4900375at2759	472	23	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	77f4ea83a81e6a7b9bceed67804afafa5bf019bb121c6ee0ee0e2ebf03f123ab	432daadb024595ca256698b3b56e37d0fb1d7c930ee18b7c57575287c19e5d0c
marker	4908955at2759	477	22	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	b70e79a500ccaec63e3178de21408ced9d5682a0bf3052187335630aecb4b86a	21fce3312598cbe19e0ca3b3d06698d29c8051a2d9b16a4a026626a9d2677a5c
marker	4911644at2759	460	19	exact_fungal_outgroup_split	0.1345088319	100	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	60afb4dce896742f3ad312608c932ff56996d36a7cb3f65eafbb1c9e836aadaf	8ebdf45fb704f71961a3a960421d81fd0387d96e32e408a8db5c7574f73e18bd
marker	4940884at2759	440	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	df4827bdab6c6efdc9066cdc697230b5995338c23962e3a93f1ef4903e4daea8	1887d890fdeac1b0170e0df6ac8fb76f538392c4ec9334851fd0d1fe7e5ce655
marker	4969018at2759	469	19	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O192875"", ""O225164"", ""O2700040"", ""O283909"", ""O44689"", ""O45351"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426458"", ""OFS5426470"", ""OFS5426494""]"	a3d9f9a14cb0a6f6123f66026c0a04f73c4a2fc0906e654056022fa230170e99	4f77e1ffc4dda44dd0c62dd4dbc62be9b476ee36d5826c3ad464e31e083f4780
marker	4969636at2759	461	19	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	b00ae27742aac9cb52fc5ad63330f4402225c71c21431bac03d3fa3a29f16d81	b3e0d86592d5eb77275dc2397a78d4733e917056c58efe48f5cb5f5992f33bc7
marker	4969990at2759	462	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	d4d5f0c38572f0ea77eebf1147a5c7ba28359c8d65ee62deb89ee20b0767e867	abded9e3406f96170d747e91e7cebd5c065d2fd8a99cdc5f2685da98e464aad1
marker	4970387at2759	423	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	c82295eb3bf2df5a4d1450b02c99777c416f313a00d09101dbe66d729c70c681	ae936aa640a6873d4a40b2f47f612bd4597033e3d4dee0eb9d1de45304ef1bd9
marker	4970538at2759	462	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	7ffe7289f12e408a4ca4ab9fc2e40c1af38715fbce51fb3adb532e04ddf69fb8	f744b110468e33bd251943dd3b1b22dea59efbe6c0d4e35da2d4e223d70f9a80
marker	4971272at2759	451	22	exact_fungal_outgroup_split	0.076238743	90.8	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	bb18e45b1b37560ad2c8ce047e14ff559dc000373a45f8b5e46d6468f6158296	bd9a6dd41472787ab1be1b4713f6526ef048b3099763cb652b9a13c064d1677f
marker	4974767at2759	445	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS5426470"", ""OFS5426494""]"	37118785016bdf8f1933f0fc47a545deef2a9862525c26551f10a42fe0fc3418	bc1b51c33d360368ce836ebe1f6976240bc9598525b1bee8e2ae06ccb86ad610
marker	4975094at2759	459	18	exact_fungal_outgroup_split	0.1220037946	95.9	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	71b315df12499e5e84520227510e69e72f33f01430a7aca2ce8b8cf6b14ec1ea	36f1436c68fcdb1baf9b28a3d85661d25b9699a3436c5ee550cafe633bc05e48
marker	4976279at2759	441	23	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	6966b2a34b865dc010db15ca07dcc4f76d71ad01a4eda084ad88af3336e9f8b7	11b80e5718c6b9b3e6f7f170fa03332e0718b3f0203cf7a47a8f1de1814d2a8c
marker	4977163at2759	449	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O6239"", ""O691883"", ""O72019"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	12f3254b86708def4d78445e0d679f1dcc8c94a79f431b618e6f27fd500a4166	42eff35975ad17b6d5092dcdaf9502fa098d4379b9056ecf87d430879c13e774
marker	4977863at2759	462	20	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	328e2cdc83ce389b788f637354b9968bf31ebf227ec0223c4582f291dcf88c8d	952c6ae2b538decf1bbacc89298b6986244435c5abda727583208d95c74348a5
marker	4983000at2759	465	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	227235675a26f5eeb7c12bedd110a0f26a23164fc9d300856562c20804227d1b	a4393c37482a76291e8457394edaf341909c3c8259d47e9406548b1b5d189cf0
marker	4985971at2759	471	21	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O6239"", ""O691883"", ""O72019"", ""O7227"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470""]"	289db4c9f59831ca02e792722e3f7c3819c83ac2e03caa6ff07069d7919108ed	70fac59a3a2e8696ee750d6de1b89b5736376d494c9d1998fa6c59d33e33bd1f
marker	4986044at2759	476	18	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O5755"", ""O5786"", ""O691883"", ""O72019"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	f03b5ec88729141a42e5e6dd7e51b6e205644103eb0dfb99121e2218b80f4ad8	454a30e168c0a40599e408bc0dce92026d900148c44abc0b554547ea266f13f9
marker	4987397at2759	461	19	exact_fungal_outgroup_split	0.1068039262	98.4	"[""O10228"", ""O133409"", ""O1890364"", ""O192875"", ""O225164"", ""O27923"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5755"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	b8d243e10b8d0d9677b976a462e4f258b8415f05f5f743670350facc82a46f2d	94992aeb020bce5c684497fb93f746ced12977459f10dc2ca367d3a3ca8c4d85
marker	4988239at2759	461	19	fungal_outgroup_split_absent			"[""O10228"", ""O133409"", ""O192875"", ""O225164"", ""O2700040"", ""O27923"", ""O283909"", ""O400682"", ""O44689"", ""O45351"", ""O529818"", ""O5786"", ""O6239"", ""O691883"", ""O81824"", ""O946362"", ""OFS1403592"", ""OFS5426470"", ""OFS5426494""]"	d8231e12a272b71d9b5d0a00772faefce59ccb10c4301518c1c7b523ed4e98a8	44b8a5cda016588f0ae415f53203388ca2e3b9f0a04636aa847bf7c4cecfa383
